"currency","train_start","forecast_actual","volatility","actual_val","num_forecast_vals","mspe","mae","mape","pm","optimal_p","optimal_q","optimal_d","optimal_aic"
"bitcoin_close",17348,2517.20924944123,346.968998507965,2434.55,1,0.001114819486745,0.0333889126319651,0.0042819928084436,Inf,1,0,0,-104.21739557389
"bitcoin_close",17349,2489.80072141194,338.446345818888,2506.47,1,4.45250995334976e-05,0.00667271305643347,0.000852565214802817,Inf,1,0,0,-104.948368804592
"bitcoin_close",17350,2449.08112856801,332.113020742801,2564.06,1,0.00210488585957657,0.0458790350767817,0.00584494911468113,Inf,1,0,0,-105.22834675644
"bitcoin_close",17351,2529.67577878546,348.93198690056,2601.64,1,0.000786851395116445,0.0280508715571628,0.00356704449550445,Inf,1,0,0,-105.260587929671
"bitcoin_close",17352,2590.36279255638,338.439642597717,2601.99,1,2.00578278400425e-05,0.00447859663734551,0.000569503880733149,Inf,1,0,0,-108.04080307654
"bitcoin_close",17353,2607.05454009539,310.439885198317,2608.56,1,3.33263251547865e-07,0.000577289573392648,7.33853223395119e-05,Inf,1,0,0,-109.436120485596
"bitcoin_close",17354,2700.42105728252,317.193565834019,2518.66,1,0.00485539910641838,0.0696806939289383,0.00889751024410866,Inf,1,0,0,-112.147057152054
"bitcoin_close",17355,2521.12892513661,309.976269603197,2571.34,1,0.000388893246555631,0.0197203764303735,0.00251145163450613,Inf,1,0,0,-110.97012669062
"bitcoin_close",17356,2578.59914623208,318.654220529002,2518.44,1,0.000557272634444959,0.0236066226818865,0.00301435732192525,Inf,1,0,0,-111.065593971993
"bitcoin_close",17357,2543.53744081999,316.215207256823,2372.56,1,0.0048422481942656,0.0695862644080396,0.00895377358568774,Inf,1,0,0,-110.562794413671
"bitcoin_close",17358,2434.35975867826,309.889354992419,2337.79,1,0.0016384482874963,0.040477750524162,0.00521824834063813,Inf,1,0,0,-107.479700156662
"bitcoin_close",17359,2441.96331239991,260.769747805244,2398.84,1,0.000317447798480739,0.0178170648110383,0.00228930473264257,Inf,1,0,0,-118.645953768484
"bitcoin_close",17360,2418.81313463832,259.246465579299,2357.9,1,0.000650534980277907,0.0255055872364842,0.00328446328444089,Inf,1,0,0,-118.644051613616
"bitcoin_close",17361,2399.68948249482,196.952869429022,2233.34,1,0.00516114708184757,0.0718411238904819,0.00931640022907927,Inf,1,0,0,-124.722405828559
"bitcoin_close",17362,2289.23107390575,205.572675881232,1998.86,1,0.0183979295168653,0.135638967545707,0.0178464522661338,Inf,1,0,0,-119.437719746785
"bitcoin_close",17363,2050.68660965115,265.81235089914,1929.82,1,0.00369031152070958,0.0607479342917072,0.00802993691161723,Inf,0,0,1,-108.11105401597
"bitcoin_close",17364,1901.13196974335,179.859921829207,2228.41,1,0.0252297784776877,0.158838844360212,0.0206042218056162,Inf,0,1,1,-109.983263655977
"bitcoin_close",17365,2241.68561659835,235.562972211189,2318.88,1,0.00114624364669714,0.0338562202068857,0.00436919874465785,Inf,0,3,0,-103.787338954875
"bitcoin_close",17366,2139.41723534805,223.385330830529,2273.43,1,0.00369131975845817,0.0607562322602231,0.00786076836036228,Inf,0,3,0,-100.311071894049
"bitcoin_close",17367,2169.86195759115,277.922003023084,2817.6,1,0.0682368848242917,0.261221907244189,0.0328844060133621,Inf,2,0,1,-99.1862072862185
"bitcoin_close",17368,3045.14146529305,505.420206180737,2667.76,1,0.0175054569617555,0.132308189322337,0.0167712362069714,Inf,1,1,0,-81.1843712188673
"bitcoin_close",17369,2575.87231651278,524.771991462613,2810.12,1,0.0075757782283107,0.0870389466176533,0.0109607277172383,Inf,1,0,0,-80.8878951331586
"bitcoin_close",17370,2765.98792448736,582.778946059245,2730.4,1,0.000167695997287366,0.0129497489275803,0.00163668048922006,Inf,1,0,0,-79.4915423493069
"bitcoin_close",17371,2724.31585468389,570.282991914359,2754.86,1,0.000124306679196024,0.0111492905243349,0.00140753931829648,Inf,1,0,0,-80.633873607406
"bitcoin_close",17372,2595.28524722895,543.263017950269,2576.48,1,5.28864367423243e-05,0.00727230615020602,0.000925915461687409,Inf,1,0,0,-80.4221066661284
"bitcoin_close",17373,2507.38649843121,524.897742603798,2529.45,1,7.67535931892964e-05,0.00876091280571245,0.00111806844179014,Inf,1,0,0,-80.4397896153646
"bitcoin_close",17374,2511.96983360029,524.191560550075,2671.78,1,0.00380413588187929,0.0616776773385581,0.00781670056485314,Inf,1,0,0,-80.5708898354251
"bitcoin_close",17375,2657.99854667492,557.834229233087,2809.01,1,0.00305352332718829,0.0552586945845475,0.00695901850717397,Inf,1,0,0,-79.4916921324098
"bitcoin_close",17376,2797.69931999146,592.545747751341,2726.45,1,0.000665485792319806,0.0257970113059596,0.00326100468319405,Inf,1,0,0,-78.2789559063643
"bitcoin_close",17377,2736.80348475944,581.078101890719,2757.18,1,5.50236127842425e-05,0.00741779028985334,0.000936357521106639,Inf,1,0,0,-78.3993352213849
"bitcoin_close",17378,2678.59371634897,567.736560548907,2875.34,1,0.00502383321226235,0.0708790040298419,0.00890000763273949,Inf,1,0,0,-78.168739870069
"bitcoin_close",17379,2962.63602849446,639.6169709523,2718.26,1,0.0074110494731261,0.0860874524720421,0.0108864699091263,Inf,1,0,0,-77.378045613857
"bitcoin_close",17380,2728.82911416575,598.607430987533,2710.67,1,4.45794509617184e-05,0.0066767844777047,0.000844633240598876,Inf,1,0,0,-77.2442601043037
"bitcoin_close",17381,2745.61870381375,601.280859047514,2804.73,1,0.000453725575208274,0.0213008350824158,0.0026830415972226,Inf,1,0,0,-77.2333333893272
"bitcoin_close",17382,2619.71174917812,571.784200157115,2895.89,1,0.0100456916851327,0.100228198053904,0.0125740305357581,Inf,1,0,0,-76.6227701540139
"bitcoin_close",17383,2846.46928184463,627.231782347471,3252.91,1,0.0178144017427878,0.133470602541488,0.0165037176490462,Inf,1,0,0,-75.9507124835025
"bitcoin_close",17384,3256.83570041778,823.112380432487,3213.94,1,0.000175787322140096,0.0132584811400136,0.00164186575215096,Inf,0,0,1,-72.5168185344595
"bitcoin_close",17385,3218.43872588422,810.260441630729,3378.94,1,0.00236834807987139,0.0486656766096125,0.00598938781516702,Inf,0,0,1,-72.5803776570164
"bitcoin_close",17386,3579.92835643449,906.765999097552,3419.94,1,0.00209029837306552,0.0457197809822567,0.00561849030180561,Inf,0,0,1,-72.1180855368324
"bitcoin_close",17387,3386.4904356949,852.485809285679,3342.47,1,0.000171192646709368,0.0130840607882021,0.00161243658704109,Inf,0,0,1,-72.883146121502
"bitcoin_close",17388,3953.37057907009,995.617511544965,3381.28,1,0.0244341260501669,0.156314190175323,0.019236279254028,Inf,0,0,1,-72.8135289938268
"bitcoin_close",17389,3323.67617254484,844.280960057054,3650.62,1,0.00880323663836241,0.0938255649509365,0.0114384422958218,Inf,0,0,1,-72.9340987160973
"bitcoin_close",17390,3702.94023360723,969.192019326523,3884.71,1,0.00229643883609422,0.0479211731502289,0.00579822284819886,Inf,0,0,1,-71.6926330792783
"bitcoin_close",17391,3856.67584367814,1000.89604411573,4073.26,1,0.00298531427707847,0.0546380295863464,0.00657323410768334,Inf,0,0,1,-71.4934800676627
"bitcoin_close",17392,4100.22174352242,1035.52246542182,4325.13,1,0.00285168193506024,0.0534011417018423,0.0063783901240201,Inf,0,0,1,-73.7556951710712
"bitcoin_close",17393,4359.52721130156,866.57857154259,4181.93,1,0.00172979058892353,0.0415907512425964,0.00498778088136127,Inf,0,3,1,-73.6854754608547
"bitcoin_close",17394,4137.62191081967,940.261102511339,4376.63,1,0.00315370037997821,0.0561578167308721,0.00669818546964841,Inf,0,0,1,-78.08700243851
"bitcoin_close",17395,4154.39979798383,946.626315451743,4331.69,1,0.00174638748242076,0.0417898011770905,0.00499059389211378,Inf,0,0,1,-77.9549972529901
"bitcoin_close",17396,4168.12479392095,953.879932680226,4160.62,1,3.24772059333659e-06,0.00180214333318318,0.00021625496700382,Inf,0,0,1,-78.0322423103738
"bitcoin_close",17397,4208.15660381972,732.614415622826,4193.7,1,1.18424859249591e-05,0.0034412913164914,0.000412558637081574,Inf,0,0,1,-93.5974023602774
"bitcoin_close",17398,4180.16382050791,697.348930937412,4087.66,1,0.00050076405711684,0.0223777580896041,0.00269101613258256,Inf,0,0,1,-94.9857775925392
"bitcoin_close",17399,4104.29938322863,668.970662546315,4001.74,1,0.000640382896319005,0.0253057878027736,0.0030509174697843,Inf,0,0,1,-95.9989663802185
"bitcoin_close",17400,4132.26085004162,664.673496864641,4100.52,1,5.94577254876338e-05,0.00771088357373095,0.000926914885330537,Inf,0,0,1,-96.1894800418825
"bitcoin_close",17401,4021.0290475949,645.883819795089,4151.52,1,0.00101995155383879,0.0319366803822625,0.00383336927511325,Inf,0,0,1,-95.9294752981577
"bitcoin_close",17402,4110.29139287989,637.910203672543,4334.68,1,0.00282533338990474,0.0531538652395547,0.0063471825756807,Inf,0,0,1,-98.1906448171106
"bitcoin_close",17403,4257.92992862947,673.440754014012,4371.6,1,0.000694109865934567,0.0263459648890407,0.00314282814567161,Inf,0,0,1,-97.3739712164018
"bitcoin_close",17404,4351.4824623876,685.88716636914,4352.4,1,4.44510180197086e-08,0.000210834100704105,2.51637567745799e-05,Inf,0,0,1,-98.9615870182882
"bitcoin_close",17405,4387.59790662136,674.560351264122,4382.88,1,1.157476651328e-06,0.00107586088846467,0.000128300739483655,Inf,0,0,1,-100.384836821057
"bitcoin_close",17406,4469.86445171254,676.977957407636,4382.66,1,0.000388178189113118,0.0197022381752205,0.00234958523578518,Inf,0,0,1,-100.882032897863
"bitcoin_close",17407,4562.94560682358,693.516854021387,4579.02,1,1.23666165256387e-05,0.00351662004283071,0.000417193000299456,Inf,0,0,1,-100.957014000152
"bitcoin_close",17408,4817.13134708197,508.554203452309,4565.3,1,0.00288308487323228,0.0536943653769395,0.00637228093554021,Inf,0,2,1,-101.92843472707
"bitcoin_close",17409,4590.13028524616,512.061821235867,4703.39,1,0.000594146331784478,0.0243751170619646,0.00288256920599425,Inf,0,2,1,-103.645521662995
"bitcoin_close",17410,4722.57713694222,533.685401117109,4892.01,1,0.00124246435151136,0.0352486077953635,0.004149160700566,Inf,0,2,1,-104.076787490849
"bitcoin_close",17411,4969.38870058578,512.598047681551,4578.77,1,0.00670211261766127,0.0818664315678976,0.00971225865173015,Inf,0,3,1,-103.270737838972
"bitcoin_close",17412,4561.62374009277,498.423059565778,4582.96,1,2.17756070610062e-05,0.00466643408407386,0.000553544309877716,Inf,0,3,1,-101.067390338093
"bitcoin_close",17413,4643.52367394162,508.329197415374,4236.31,1,0.00842373052261483,0.0917808832089495,0.0109898169106232,Inf,0,0,1,-109.103710118853
"bitcoin_close",17414,4235.88700392755,534.380111363344,4376.53,1,0.00106689905564596,0.032663420758487,0.00389591795594728,Inf,0,0,1,-104.677731256942
"bitcoin_close",17415,4385.24883771613,436.608253210941,4597.12,1,0.00222629671091596,0.0471836487664525,0.0055949972745826,Inf,0,2,1,-106.511982610184
"bitcoin_close",17416,4749.07825735523,490.395025336588,4599.88,1,0.00101890759083003,0.0319203319348347,0.0037848166701745,Inf,0,2,1,-104.655333792528
"bitcoin_close",17417,4560.07802572161,595.341692104737,4228.75,1,0.00569018171861972,0.0754332931709847,0.00903429332824841,Inf,0,0,1,-104.473318841506
"bitcoin_close",17418,4234.39867051065,575.886686270737,4226.06,1,3.88567151349778e-06,0.0019712106720231,0.000236100691823448,Inf,0,0,1,-100.130422596564
"bitcoin_close",17419,4265.51414842728,552.968830387167,4122.94,1,0.00115574319167151,0.0339962231971658,0.00408396312579778,Inf,0,0,1,-103.760312025794
"bitcoin_close",17420,4256.66690180561,529.437993255739,4161.27,1,0.000513753017288642,0.0226661204728256,0.00271985538669412,Inf,1,0,0,-107.901776909339
"bitcoin_close",17421,4237.68996260926,503.344913471417,4130.81,1,0.00065253614212744,0.0255447869853604,0.00306799003745401,Inf,1,0,0,-110.967967342938
"bitcoin_close",17422,4205.22854822557,491.525500608042,3882.59,1,0.00637222009515539,0.0798261867757404,0.00965920828327532,Inf,1,0,0,-113.919640937005
"bitcoin_close",17423,3892.22014968077,491.646892661238,3154.95,1,0.0441029733910451,0.210007079383161,0.0260660507945985,Inf,1,0,0,-109.930947453935
"bitcoin_close",17424,3105.7681622086,531.736414090135,3637.52,1,0.0249769737189189,0.158041050739733,0.0192755145916976,Inf,0,0,1,-86.8961040099448
"bitcoin_close",17425,3360.54545864964,516.715009332065,3625.04,1,0.00573988413588858,0.0757620230451153,0.00924420818471046,Inf,1,0,0,-81.5056118365963
"bitcoin_close",17426,3443.67819265264,532.016747690383,3582.88,1,0.00157028360088284,0.0396268040710179,0.00484203087227846,Inf,1,0,0,-81.6060330534159
"bitcoin_close",17427,3451.89538342926,534.310301762246,4065.2,1,0.0267451600777191,0.163539475594485,0.0196793238444727,Inf,1,0,0,-81.1240806938714
"bitcoin_close",17428,3531.05021334066,643.116940556664,3924.97,1,0.0111858905044188,0.105763370334056,0.0127808958887821,Inf,1,0,0,-78.524035367993
"bitcoin_close",17429,3564.71943236347,672.937124056578,3905.95,1,0.00835682680279243,0.0914156813834062,0.011053548759662,Inf,1,0,0,-78.0570285690431
"bitcoin_close",17430,3812.82869248307,741.801054100623,3631.04,1,0.0023865417456512,0.0488522440185832,0.00595957164645681,Inf,1,0,0,-78.1823617488744
"bitcoin_close",17431,3704.46123889312,724.571406133231,3630.7,1,0.000404507282972304,0.0201123664190046,0.002453571177931,Inf,1,0,0,-76.1000435385193
"bitcoin_close",17432,3670.85591008323,718.511744620861,3792.4,1,0.001061079233996,0.0325742111799503,0.00395281910174241,Inf,1,0,0,-76.2002806792956
"bitcoin_close",17433,3674.64320701125,720.41771406212,3682.84,1,4.9646624478732e-06,0.00222815224970674,0.000271347338932046,Inf,1,0,0,-76.1188412323557
"bitcoin_close",17434,3437.76529782537,673.844318082969,3926.07,1,0.0176404319873536,0.132817287983732,0.0160496629769047,Inf,1,0,0,-75.6132488452015
"bitcoin_close",17435,3806.66860999104,795.866441008477,3892.35,1,0.000495448046178012,0.0222586622728773,0.00269254698859948,Inf,1,0,0,-75.1603694515598
"bitcoin_close",17436,3981.08443886913,833.415765320025,4200.67,1,0.00288259270366726,0.0536897821160345,0.0064353094236983,Inf,1,0,0,-75.1248235900438
"bitcoin_close",17437,3963.42031438727,791.964227694908,4174.73,1,0.00269800432856751,0.0519423173199609,0.00623048248590734,Inf,1,0,0,-74.1618533171953
"bitcoin_close",17438,4219.52239354806,799.980310043884,4163.07,1,0.000181418322021583,0.0134691618900948,0.00161616856980864,Inf,1,0,0,-74.3247888346718
"bitcoin_close",17439,4330.74836274749,821.72689689501,4338.71,1,3.37350282412732e-06,0.00183670978222672,0.000219299928162231,Inf,1,0,0,-74.3247892074033
"bitcoin_close",17440,4272.39235776034,793.5211069431,4403.74,1,0.000916892837153954,0.0302802383932814,0.00360899671715613,Inf,1,0,0,-73.8523948810997
"bitcoin_close",17441,4108.02537680877,745.438541223547,4409.32,1,0.00500952713822032,0.0707780130988453,0.00843451320246128,Inf,1,0,0,-75.856780570303
"bitcoin_close",17442,4265.66699348243,789.13061421061,4317.48,1,0.000145765594651661,0.0120733423148547,0.00144238066451616,Inf,1,0,0,-75.9655553558604
"bitcoin_close",17443,4217.24926412791,772.062626046045,4229.36,1,8.2231240675692e-06,0.00286759900745714,0.000343433011625887,Inf,1,0,0,-78.2254174998171
"bitcoin_close",17444,4215.61580964383,758.911559560199,4328.41,1,0.000697202304060457,0.0264045886932642,0.00315355653590167,Inf,1,0,0,-78.2592315388268
"bitcoin_close",17445,4641.31493612925,812.040086799532,4370.81,1,0.00360592694248963,0.0600493708750527,0.0071634849038005,Inf,1,0,0,-78.0051232732147
"bitcoin_close",17446,4691.52784442495,804.835203108822,4426.89,1,0.00337107854758554,0.0580609898949849,0.00691576651858346,Inf,1,0,0,-78.1061675694893
"bitcoin_close",17447,4335.00102833397,738.823455164761,4610.48,1,0.0037958075782058,0.0616101256142674,0.00730316363185182,Inf,1,0,0,-80.538787929847
"bitcoin_close",17448,4484.77447868266,779.333021772585,4772.02,1,0.00385411072455885,0.0620814845550495,0.00732911888498446,Inf,1,0,0,-79.3090022950334
"bitcoin_close",17449,4232.32058920213,743.785502820005,4781.99,1,0.0149099564560594,0.12210633257968,0.0144118875926923,Inf,1,0,0,-78.3208865359241
"bitcoin_close",17450,4512.04058570286,712.362309594613,4826.48,1,0.00453843587644382,0.0673679142948913,0.00794257549693119,Inf,1,3,0,-78.9643300754561
"bitcoin_close",17451,4655.37684800609,607.550082530758,5446.91,1,0.0246570429568534,0.157025612423112,0.0182528413882477,Inf,1,3,0,-78.2108732309878
"bitcoin_close",17452,4939.25125485669,943.341030128456,5647.21,1,0.0179420308105437,0.133947866017133,0.0155051689483994,Inf,1,0,1,-77.6542438790832
"bitcoin_close",17453,5653.11043994871,1040.26693208519,5831.79,1,0.000968334392865581,0.0311180718050714,0.00358871956474431,Inf,0,0,1,-87.1284704716273
"bitcoin_close",17454,5824.91833369206,944.953423982784,5678.19,1,0.00065088558508267,0.0255124594087413,0.00295133212461975,Inf,0,0,1,-95.3140864535685
"bitcoin_close",17455,5863.93100223124,956.30040257704,5725.59,1,0.000569996395502071,0.0238745972846051,0.00275920751405119,Inf,0,0,1,-94.9714185812629
"bitcoin_close",17456,6008.90318158097,983.329180825854,5605.51,1,0.0048291645286842,0.0694921904150689,0.00805099317282884,Inf,0,0,1,-95.0043756007239
"bitcoin_close",17457,5429.84301435539,772.866111611742,5590.69,1,0.000852201561530352,0.0291924915265955,0.00338312341557564,Inf,0,0,1,-103.743928932504
"bitcoin_close",17458,5507.07702817772,777.920696501079,5708.52,1,0.0012906629742773,0.0359257981717498,0.0041534082754942,Inf,0,0,1,-104.561546014854
"bitcoin_close",17459,5735.03245508578,821.717400219886,6011.45,1,0.0022158272526948,0.0470725743155693,0.00540975696875997,Inf,0,0,1,-104.284434784505
"bitcoin_close",17460,6014.19357228512,848.203797783141,6031.6,1,8.35235730738054e-06,0.00289004451650499,0.000332007085213142,Inf,0,0,1,-106.119591009467
"bitcoin_close",17461,6000.11339693071,845.947021288397,6008.42,1,1.91393465371034e-06,0.00138345027149889,0.000159000511779388,Inf,0,0,1,-106.111601591791
"bitcoin_close",17462,6084.6562103896,833.882771407809,5930.32,1,0.000660081562047587,0.0256920525074893,0.00295724505369371,Inf,0,0,1,-107.488717783154
"bitcoin_close",17463,6084.00442410515,831.196152401145,5526.64,1,0.00923195550092123,0.0960830656303244,0.0111499741067262,Inf,0,0,1,-108.008557506618
