class,rsi,adx,trend,preds,buy_sell,Date,Open,High,Low,Close,Volume,profits,,,,buy_thresh,0.65
1,52.82014185,27.13888638,442.1621746,0.383242458,0,10/26/2017,5747.95,5976.8,5721.22,5904.83,1905040000,0,,,,,
0,56.65055915,26.37573921,560.7424876,0.410384297,0,10/27/2017,5899.74,5988.39,5728.82,5780.9,1710130000,0,,,,,
0,49.94087756,25.70123493,402.7807881,0.383242458,0,10/28/2017,5787.82,5876.72,5689.19,5753.09,1403920000,0,,,,,
1,48.12530136,24.90262187,342.3003566,0.383242458,0,10/29/2017,5754.44,6255.71,5724.58,6153.85,2859040000,0,,,,,
1,64.09898364,25.2308655,711.6967423,0.407636851,0,10/30/2017,6114.85,6214.99,6040.85,6130.53,1772150000,0,,,,,
1,63.1498098,25.53566315,639.5633378,0.407636851,0,10/31/2017,6132.02,6470.43,6103.33,6468.4,2311380000,0,,,,,
1,72.55891161,26.42533062,931.5487375,0.407636851,0,11/1/2017,6440.97,6767.31,6377.88,6767.31,2870320000,0,,,,,
1,78.35123445,27.83177474,1155.772438,0.45575881,0,11/2/2017,6777.77,7367.33,6758.72,7078.5,4653770000,0,,,,,
1,83.02711593,29.99181444,1351.385195,0.45575881,0,11/3/2017,7087.53,7461.29,7002.94,7207.76,3369860000,0,,,,,
1,85.40274133,32.10559216,1283.819371,0.495034248,0,11/4/2017,7164.48,7492.86,7031.28,7379.95,2483800000,0,,,,,
1,88.41027327,34.10557867,1240.780459,0.495034248,0,11/5/2017,7404.52,7617.48,7333.19,7407.41,2380410000,0,,,,,
0,90.50777599,36.1106773,1051.649986,0.384701431,0,11/6/2017,7403.22,7445.77,7007.31,7022.76,3111900000,0,,,,,
1,70.39901707,36.49471762,439.8903884,0.407636851,0,11/7/2017,7023.1,7253.32,7023.1,7144.38,2326340000,0,,,,,
1,73.13926323,36.85132648,375.2805185,0.38209033,0,11/8/2017,7141.38,7776.42,7114.02,7459.69,4602200000,0,,,,,
0,77.60674704,37.98458352,537.8820251,0.45575881,0,11/9/2017,7446.83,7446.83,7101.52,7143.58,3226250000,0,,,,,
0,63.11609348,38.98328354,50.84962011,0.566367567,0,11/10/2017,7173.73,7312,6436.87,6618.14,5208250000,0,,,,,
0,46.07330667,37.52677578,-1158.28,0.587637842,0,11/11/2017,6618.61,6873.15,6204.22,6357.6,4908680000,0,,,,,
0,38.33044931,35.52664969,-1418.82,0.659629881,1,11/12/2017,6295.45,6625.05,5519.01,5950.07,8957350000,-345.38,,,,,
1,28.90969273,33.83556442,-1763.462,0.831810236,1,11/13/2017,5938.25,6811.19,5844.29,6559.49,6263250000,621.24,,,,,
1,43.99201396,31.83373047,-1022.37068,0.589806199,0,11/14/2017,6561.48,6764.98,6461.75,6635.75,3197110000,0,,,,,
1,44.39031873,29.97488467,-822.3396392,0.589806199,0,11/15/2017,6634.76,7342.25,6634.76,7315.54,4200880000,0,,,,,
1,57.43668671,28.64827838,-26.71,0.557666004,0,11/16/2017,7323.24,7967.38,7176.58,7871.69,5123810000,0,,,,,
0,65.50523911,28.42554654,2352.68,0.407636851,0,11/17/2017,7853.57,8004.59,7561.09,7708.99,4651670000,0,,,,,
1,62.5123796,28.27254588,2189.98,0.327302754,-1,11/18/2017,7697.21,7884.99,7463.44,7790.15,3667190000,-92.94,,,,,
1,64.60988881,27.87970355,2171.7168,0.407636851,0,11/19/2017,7766.03,8101.91,7694.1,8036.49,3149320000,0,,,,,
1,69.42504502,27.85891319,2322.610528,0.407636851,0,11/20/2017,8039.07,8336.86,7949.36,8200.64,3488450000,0,,,,,
0,73.47026473,28.19031998,2343.478696,0.38209033,0,11/21/2017,8205.74,8348.66,7762.71,8071.26,4277610000,0,,,,,
1,70.57643639,27.97913237,2015.722801,0.407636851,0,11/22/2017,8077.95,8302.26,8075.47,8253.55,3633530000,0,,,,,
0,74.98255093,27.78302958,1968.700521,0.458169162,0,11/23/2017,8232.38,8267.4,8038.77,8038.77,4225180000,0,,,,,
1,69.07523026,27.49046949,1547.539468,0.407636851,0,11/24/2017,8074.02,8374.16,7940.93,8253.69,5058610000,0,,,,,
1,74.28398079,27.4218282,1576.716522,0.502772033,0,11/25/2017,8241.71,8790.92,8191.15,8790.92,4342060000,0,,,,,
1,81.58697333,28.06855799,1910.284139,0.45575881,0,11/26/2017,8789.04,9522.93,8775.59,9330.55,5475580000,0,,,,,
1,86.36422183,29.59414773,2182.47436,0.495034248,0,11/27/2017,9352.72,9818.35,9352.72,9818.35,5653320000,0,,,,,
1,88.81234551,31.3047936,2290.297662,0.410143763,0,11/28/2017,9823.43,10125.7,9736.3,10058.8,6348820000,0,,,,,
0,90.02776344,33.17057707,2118.494083,0.384701431,0,11/29/2017,10077.4,11517.4,9601.03,9888.61,11568800000,0,,,,,
1,83.38168887,35.78358395,1511.225266,0.45575881,0,11/30/2017,9906.79,10801,9202.05,10233.6,8310690000,0,,,,,
1,85.94948617,37.21499564,1165.411908,0.495034248,0,12/1/2017,10198.6,11046.7,9694.65,10975.6,6783120000,0,,,,,
1,90.10189813,38.70701959,1773.55,0.384701431,0,12/2/2017,10978.3,11320.2,10905.1,11074.6,5138500000,0,,,,,
1,90.73123635,40.26683412,1379.95,0.384701431,0,12/3/2017,11082.7,11858.7,10862,11323.2,6608310000,0,,,,,
1,91.97533903,42.02512393,1227.545,0.384701431,0,12/4/2017,11315.4,11657.2,11081.8,11657.2,6132410000,0,,,,,
1,93.50574318,43.65782161,1138.4142,0.384701431,0,12/5/2017,11685.7,12032,11604.6,11916.7,6895260000,0,,,,,
1,94.83052917,45.37838721,1076.334792,0.510921597,0,12/6/2017,11923.4,14369.1,11923.4,14291.5,12656300000,0,,,,,
1,97.77792281,47.79110725,3141.309746,0.650046051,1,12/7/2017,14266.1,17899.7,14057.3,17899.7,17950700000,3633.6,,,,,
0,99.04553858,50.57535824,5976.3,0.650046051,1,12/8/2017,17802.9,18353.4,14336.9,16569.4,2.11E+10,-1233.5,,,,,
0,83.12508535,53.2062066,2853.11,0.614462078,0,12/9/2017,16523.3,16783,13674.9,15178.2,13911300000,0,,,,,
1,69.69186201,54.70808864,-3175.2,0.712839365,1,12/10/2017,15168.4,15850.6,13226.6,15455.4,13433300000,287,,,,,
1,70.02079214,55.49576585,-2898,0.712839365,1,12/11/2017,15427.4,17513.9,15404.8,16936.8,12153900000,1509.4,,,,,
1,74.48396389,56.62631619,-1211.528,0.712839365,1,12/12/2017,16919.8,17781.8,16571.6,17415.4,14603800000,495.6,,,,,
0,75.59442204,57.73246061,-536.05888,0.632921278,0,12/13/2017,17500,17653.1,16039.7,16408.2,12976900000,0,,,,,
1,66.36196096,58.0766562,-1373.6,0.712839365,1,12/14/2017,16384.6,17085.8,16185.9,16564,13777400000,179.4,,,,,
1,66.13859,58.39626639,-1089.1,0.712839365,1,12/15/2017,16601.3,18154.1,16601.3,17706.9,1.43E+10,1105.6,,,,,
1,70.23604842,58.99952069,4480.3,0.586590946,0,12/16/2017,17760.3,19716.7,17515.3,19497.4,12740600000,0,,,,,
0,76.03349389,59.92178428,6270.8,0.649999142,0,12/17/2017,19475.8,20089,18974.1,19140.8,13314600000,0,,,,,
1,72.48918807,60.85390552,5654.596,0.586590946,0,12/18/2017,19106.4,19371,18355.9,19114.2,14839500000,0,,,,,
0,71.86659207,60.93820944,5231.82824,0.586590946,0,12/19/2017,19118.3,19177.8,17275.4,17776.7,16894500000,0,,,,,
0,57.64132038,59.78549197,3521.930546,0.554715633,0,12/20/2017,17760.3,17934.7,16077.7,16624.6,22149700000,0,,,,,
0,46.24767373,57.5498656,2019.776713,0.375861943,0,12/21/2017,16642.4,17567.7,15342.7,15802.9,16516600000,0,,,,,
0,38.56683916,54.8379489,869.0261101,0.582615376,0,12/22/2017,15898,15943.4,11833,13831.8,2.22E+10,0,,,,,
1,28.22726937,51.766296,-6257.2,0.855933666,1,12/23/2017,13948.7,15603.2,13828.8,14699.2,1.31E+10,750.5,,,,,
0,35.01345568,48.91404688,-5389.8,0.855933666,1,12/24/2017,14608.2,14626,12747.7,13925.8,11572300000,-682.4,,,,,
1,29.72420976,46.80588602,-5832.96,0.855933666,1,12/25/2017,13995.9,14593,13448.9,14026.6,10664700000,30.7,,,,,
1,28.68454216,44.84830807,-5415.1296,0.831810236,1,12/26/2017,14036.6,16461.2,14028.9,16099.8,13454300000,2063.2,,,,,
0,46.71682532,41.77914865,-3037.580416,0.635449648,0,12/27/2017,16163.5,16930.9,15114.3,15838.5,12487600000,0,,,,,
0,45.20133838,38.93869775,-3006.705199,0.587637842,0,12/28/2017,15864.1,15888.4,13937.3,14606.5,12336500000,0,,,,,
0,37.32566748,36.69472061,-3958.216991,0.831810236,1,12/29/2017,14695.8,15279,14307,14656.2,13025500000,-39.6,,,,,
0,36.93915359,34.61102755,-3639.248312,0.831810236,1,12/30/2017,14681.9,14681.9,12350.1,12952.2,14452600000,-1729.7,,,,,
1,28.06955547,33.68495624,-5084.750379,0.831810236,1,12/31/2017,12897.7,14377.4,12755.6,14156.4,12136300000,1258.7,,,,,
0,40.0594166,32.82503287,-3632.392364,0.659629881,1,1/1/2018,14112.2,14112.2,13154.7,13657.2,10291200000,-455,,,,,
1,38.37846557,32.02653261,-3893.36067,0.659629881,1,1/2/2018,13625,15444.6,13163.6,14982.1,16846600000,1357.1,,,,,
1,50.5311893,30.2863232,-2339.758243,0.587637842,0,1/3/2018,14978.2,15572.8,14844.5,15201,16871900000,0,,,,,
1,53.77534468,28.57989924,-1901.303913,0.587637842,0,1/4/2018,15270.7,15739.7,14522.2,15599.2,21783200000,0,,,,,
1,58.2488306,27.20184303,-1292.331757,0.587637842,0,1/5/2018,15477.2,17705.2,15202.8,17429.5,23840900000,0,,,,,
1,70.39626084,25.91177931,5596.5,0.407636851,0,1/6/2018,17462.1,17712.4,16764.6,17527,18314600000,0,,,,,
0,71.74248899,24.71817726,5694,0.407636851,0,1/7/2018,17527.3,17579.6,16087.7,16477.6,1.59E+10,0,,,,,
0,61.21780295,23.11795778,4409.424,0.465665996,0,1/8/2018,16476.2,16537.9,14208.2,15170.1,18413900000,0,,,,,
0,49.566428,22.46074557,2876.15504,0.383242458,0,1/9/2018,15123.7,15497.5,14424,14595.4,1.67E+10,0,,,,,
1,44.45478952,21.85047708,2084.716838,0.37788865,0,1/10/2018,14588.5,14973.3,13691.2,14973.3,18500800000,0,,,,,
0,48.07866807,21.69537341,2254.548165,0.383242458,0,1/11/2018,14968.2,15018.8,13105.9,13405.8,16534100000,0,,,,,
1,37.06528114,21.86368749,487.3022383,0.272706538,-1,1/12/2018,13453.9,14229.9,13158.1,13980.6,12065700000,-526.7,,,,,
1,41.61641767,22.01997914,874.7,0.235538512,-1,1/13/2018,13952.4,14659.5,13952.4,14360.2,12763600000,-407.8,,,,,
0,44.49773951,21.77265983,1202.1,0.37788865,0,1/14/2018,14370.8,14511.8,13268,13772,11084100000,0,,,,,
1,38.19004114,21.95382748,504,0.311457694,-1,1/15/2018,13767.3,14445.5,13641.7,13819.8,12750800000,-52.5,,,,,
0,37.22265005,22.12205459,551.8,0.272706538,-1,1/16/2018,13836.1,13843.1,10194.9,11490.5,18853800000,2345.6,,,,,
0,22.40086519,23.85710695,-6221.9,0.759936273,1,1/17/2018,11431.1,11678,9402.29,11188.6,18830600000,-242.5,,,,,
1,19.63357249,25.72636963,-6523.8,0.759936273,1,1/18/2018,11198.8,12107.3,10942.5,11474.9,15020400000,276.1,,,,,
1,21.92218578,27.05651482,-5905.0956,0.759936273,1,1/19/2018,11429.8,11992.8,11172.1,11607.4,10740400000,177.6,,,,,
1,22.41818238,28.29164963,-5453.487376,0.759936273,1,1/20/2018,11656.2,13103,11656.2,12899.2,11801700000,1243,,,,,
0,41.2612116,28.38744087,-3855.343481,0.589806199,0,1/21/2018,12889.2,12895.9,11288.2,11600.1,9935180000,0,,,,,
0,33.88868326,28.65287917,-4860.353342,0.792460442,1,1/22/2018,11633.1,11966.4,10240.2,10931.4,10537400000,-701.7,,,,,
0,30.80275817,29.37084987,-5246.726808,0.792460442,1,1/23/2018,10944.5,11377.6,10129.7,10868.4,9660610000,-76.1,,,,,
1,30.59061178,30.08534204,-5038.693336,0.792460442,1,1/24/2018,10903.4,11501.4,10639.8,11359.4,9940990000,456,,,,,
0,37.42436022,30.61935404,-4287.501202,0.792460442,1,1/25/2018,11421.7,11785.7,11057.4,11259.4,8873170000,-162.3,,,,,
0,37.46205886,30.80909895,-4137.716754,0.792460442,1,1/26/2018,11256,11656.7,10470.3,11171.4,9746200000,-84.6,,,,,
1,36.59259986,31.29411316,-3985.923684,0.792460442,1,1/27/2018,11174.9,11614.9,10989.2,11440.7,7583270000,265.8,,,,,
1,42.16410326,31.7444835,-3486.422337,0.589806199,0,1/28/2018,11475.3,12040.3,11475.3,11786.3,8350360000,0,,,,,
0,50.1371029,31.65514493,-2919.829043,0.587637842,0,1/29/2018,11755.5,11875.6,11179.2,11296.4,7107360000,0,,,,,
0,44.69277115,31.75720378,-3197.575481,0.589806199,0,1/30/2018,11306.8,11307.2,10036.2,10106.3,8637860000,0,,,,,
1,32.26193048,32.49311814,-4184.008062,0.792460442,1,1/31/2018,10108.2,10381.6,9777.42,10221.1,8041160000,112.9,,,,,
0,33.38281879,33.30753541,-3873.68734,0.831810236,1,2/1/2018,10237.3,10288.8,8812.28,9170.54,9959400000,-1066.76,,,,,
0,23.39935702,34.51601451,-4736.547446,0.759936273,1,2/2/2018,9142.28,9142.28,7796.49,8830.75,12726900000,-311.53,,,,,
1,19.65197252,36.04134341,-4770.648999,0.759936273,1,2/3/2018,8852.12,9430.75,8251.63,9174.91,7263790000,322.79,,,,,
0,25.44967146,37.08453324,-3962.096279,0.831810236,1,2/4/2018,9175.7,9334.87,8031.22,8277.01,7073550000,-898.69,,,,,
0,20.01844634,38.14782973,-4432.754977,0.759936273,1,2/5/2018,8270.54,8364.84,6756.68,6955.27,9285290000,-1315.27,,,,,
1,14.13913565,39.62647972,-5361.432979,0.813023031,1,2/6/2018,7051.75,7850.7,6048.26,7754,13999800000,702.25,,,,,
0,26.74386117,41.23158649,-4006.700681,0.831810236,1,2/7/2018,7755.49,8509.11,7236.79,7621.3,9169280000,-134.19,,,,,
1,25.58283541,41.8740681,-3453.907799,0.831810236,1,2/8/2018,7637.86,8558.77,7637.86,8265.59,9346750000,627.73,,,,,
1,35.62194672,42.40720248,-2206.384063,0.831810236,1,2/9/2018,8271.84,8736.98,7884.71,8736.98,6784820000,465.14,,,,,
0,42.59410468,42.66391912,-1204.148376,0.697552085,1,2/10/2018,8720.08,9122.55,8295.47,8621.9,7780960000,-98.18,,,,,
0,42.43841327,42.38624783,-852.0841707,0.697552085,1,2/11/2018,8616.13,8616.13,7931.1,8129.97,6122190000,-486.16,,,,,
1,38.73245846,42.33808194,-992.58,0.756603897,1,2/12/2018,8141.43,8985.92,8141.43,8926.57,6256440000,785.14,,,,,
0,51.49752531,41.78934099,-59.35,0.449372739,0,2/13/2018,8926.72,8958.47,8455.41,8598.31,5696720000,0,,,,,
1,49.63079906,41.27979582,-387.61,0.635449648,0,2/14/2018,8599.92,9518.54,8599.92,9494.63,7909820000,0,,,,,
1,61.17751579,40.03306812,3446.37,0.427087754,0,2/15/2018,9488.32,10234.8,9395.58,10166.4,9062540000,0,,,,,
1,69.23494319,37.99337078,4118.14,0.407636851,0,2/16/2018,10135.7,10324.1,9824.82,10233.9,7296160000,0,,,,,
1,71.76727116,35.9941592,4018.1784,0.407636851,0,2/17/2018,10207.5,11139.5,10149.4,11112.7,8660880000,0,,,,,
0,79.43335971,33.61203559,4650.475696,0.45575881,0,2/18/2018,11123.4,11349.8,10326,10551.8,8744010000,0,,,,,
1,71.3497217,31.61527907,3715.39364,0.407636851,0,2/19/2018,10552.6,11273.8,10513.2,11225.3,7652090000,0,,,,,
1,76.92094295,29.76114802,3937.554276,0.431843221,0,2/20/2018,11231.8,11958.5,11231.8,11403.7,9926540000,0,,,,,
